2G: Anil Ambani's executives may turn approver  CBI tells SC,Chandigarh Tribune,29 Sep 2011,http://www.tribuneindia.com/2011/20110930/nation.htm,New Delhi: Unitech Managing Director Sanjay Chandra  arrested for his alleged role in the 2G scam  moved the Supreme Court on Thursday seeking interim ...
BJP accuses Mayawati's brother of money-laundering,Rediff,5 Dec 2011,http://www.rediff.com/news/report/bjp-accuses-mayawatis-brother-of-money-laundering/20111205.htm,Somaiya  who is also the chairman of BJP's national scam expose committee  alleged  "Mayawati's brother Anand Kumar has parked thousand crores of ...
CBI shielding Tatas  Balwa tells court,Rediff,18 May 2011,http://www.rediff.com/business/slide-show/slide-show-1-cbi-shielding-tatas-balwa-tells-court/20110519.htm,The "CBI's heart beats for the Tatas"  2G scam accused Shahid Usman Balwa alleged in court  questioning the agency's portrayal of the group as a "victim" of A ...
Raja names PM  Chidambaram in court,NDTV.com,25 Jul 2011,http://www.ndtv.com/india-news/raja-names-pm-chidambaram-in-court-462687,A spin-off from the alleged scam is that two of those companies - Unitech Wireless and DB Realty - then sold equity to foreign companies - Telenor in the case of ...
The story of Satyam's stunning turnaround,Rediff,20 Jan 2011,http://www.rediff.com/business/slide-show/slide-show-1-special-the-amazing-story-of-satyams-turnaround/20110121.htm,When Ramalinga Raju confessed his monumental fraud on January 7  2009  he not only brought Satyam Computer Services  India's fourth-largest information ...
Cash-for-votes case: BJP MP Ashok Argal chargesheeted,NDTV.com,3 Oct 2011,http://www.ndtv.com/india-news/cash-for-votes-case-bjp-mp-ashok-argal-chargesheeted-565214,New Delhi: BJP MP Ashok Argal was today chargesheeted by the Delhi police in the 2008 cash-for-vote scam in a court here which will decide on his ...
Bangarappa to Expose Eshwarappa Scam on June 20,Daijiworld.com,19 Jun 2011,http://www.daijiworld.com/news/news_disp.asp?n_id=106002,Bangalore  Jun 19: A new twist to the political scenario in Karnataka may soon be expected  with former chief minister of Karnataka  and current JD(S) leader ...
Orissa Government suspends IAS officer over Coal scam,Orissadiary.com,7 Feb 2011,http://orissadiary.com/CurrentNews.asp?id=24448,Bhubaneswar: As the Odisha government has initiated disciplinary action against three IAS officers in the wake of the much-talked-about dal scam in the state  ...
CBI looks into spectrum to Telecom companies in DTH business,The Hindu,9 Oct 2011,http://www.thehindu.com/news/national/cbi-looks-into-spectrum-to-telecom-companies-in-dth-business/article2523246.ece,Widening its probe in the 2G scam  the CBI has now turned to investigate spectrum allocation made to direct-to-home (DTH) broadcasters by seeking details of ...
UPA II: Beleaguered  depressed,Deccan Herald,5 Mar 2011,http://www.deccanherald.com/content/143455/upa-ii-beleaguered-depressed.html,... under UPA II grows  politicians  bureaucrats  corporates  media  the judiciary and senior armed forces officers have all been tainted in one or the other scam.
If credit rating agencies are indispensable  can they at least be ...,Moneylife Personal Finance site and magazine,13 Dec 2011,http://www.moneylife.in/article/if-credit-rating-agencies-are-indispensable-can-they-at-least-be-made-accountable-for-their-actions/22178.html,Two of them are cash-for-votes scam and cash-for-loans scam. It is time for us to take preventive steps to the extent possible to ensure that our country is free ...
Brahmani Steels a fake firm: CBI,Deccan Herald,20 Sep 2011,http://www.deccanherald.com/content/192390/brahmani-steels-fake-firm-cbi.html,The CBI investigations have unravelled the mystery behind the numerous benami companies in India and abroad floated by Janardhana Reddy as conduits to ...
City centre basement under 25 feet of water,Indian Express,24 Aug 2011,http://archive.indianexpress.com/news/city-centre-basement-under-25-feet-of-water/836643/,... water will be drained out from the basement or not because of the ongoing court case of the multi-crore city centre scam. The deep basement of the city centre ...
Two failed IPOs show that manipulators have withdrawn from the ...,Moneylife Personal Finance site and magazine,19 May 2011,http://www.moneylife.in/article/two-failed-ipos-show-that-manipulators-have-withdrawn-from-the-game-for-now/16571.html,Yes  the multiple applications scam is thriving  but has only got more sophisticated to evade detection. Our sources say that investment bankers are an integral ...
Marans intervened to restrict business environment for Siva Group ...,The Hindu,13 Oct 2011,http://www.thehindu.com/news/national/marans-intervened-to-restrict-business-environment-for-siva-group-says-cbi/article2535284.ece,The Central Bureau of Investigation's new FIR on the 2G spectrum scam has levelled serious allegations against the former Telecom Minister Dayanidhi Maran  ...
CBI arrests Janashree News owners in mining scam,Indiantelevision.com,5 Sep 2011,http://www.indiantelevision.com/headlines/y2k11/sep/sep25.php,BANGALORE: A CBI team from Hyderabad today arrested the co-owners of Kannada news channel Janashree News  Galli Janaradhana Reddy and his ...
Air India pilots' strike: BJP hits out at Prime Minister's Office,NDTV.com,1 May 2011,http://www.ndtv.com/india-news/air-india-pilots-strike-bjp-hits-out-at-prime-ministers-office-454393,New Delhi: Suspecting a "bigger scam" in Air India operations  BJP today demanded that Prime Minister Manmohan Singh pin responsibility for the alleged ...
How many Sukhois must crash for us to call it a scandal?,Firstpost,14 Dec 2011,http://www.firstpost.com/india/how-many-sukhois-must-crash-for-us-to-call-it-a-scandal-156066.html,When Mulayam Singh Yadav was defence minister in the HD Deve Gowda government in the late 1990s  he was  for all practical purposes  minister in absentia.
'Chidambaram a valued colleague  NDA trying to malign him',Rediff,9 Dec 2011,http://www.rediff.com/news/slide-show/slide-show-1-chidambaram-a-valued-colleague-nda-trying-to-malign-him/20111210.htm,... Kapil Sibal on Saturday attacked the Bharatiya Janata Party-led National Democratic Alliance of attempting to "foist" culpability on him in the 2G scam saying it ...
BJP to discuss Hegde report today,Chandigarh Tribune,27 Jul 2011,http://www.tribuneindia.com/2011/20110728/nation.htm,When asked about the statement of SP chief Mulayam Singh Yadav defending him in the cash-for-vote scam  Amar Singh said he had not heard about it.
NCC Patiala HQ indicts officers,Times of India,1 Feb 2011,http://timesofindia.indiatimes.com/india/NCC-Patiala-HQ-indicts-officers/articleshow/7408403.cms,After the Government Provident Fund (GPF) scam in Rapura office of the education department came to light  the Punjab government had directed all ...
BSP MP Arrested in Double Murder Case,Daijiworld.com,11 Dec 2011,http://www.daijiworld.com/news/news_disp.asp?n_id=124423,Dhananjay was again in news after the multi-crore National Rural Health Mission (NRHM) scheme scam in UP. The scam led to the murder of three health ...
Nanded education officer suspended  more heads may roll,Times of India,8 Oct 2011,http://timesofindia.indiatimes.com/city/mumbai/Nanded-education-officer-suspended-more-heads-may-roll/articleshow/10284120.cms,MUMBAI: The first head has already rolled in the bogus-student scam and the government is now pushing hard to identify more errant officials who refrained ...
