Political connections hold diminishing sway for India Inc,Reuters India,10 Sep 2011,http://in.reuters.com/article/idINIndia-59238220110909,Once the (anti-graft) bill is passed and it comes into effect then things will change. But I think the society as a whole and the people are more aware of corruption ...
Even 45-yr-olds now getting cataract,Times of India,22 Aug 2011,http://timesofindia.indiatimes.com/india/Even-45-yr-olds-now-getting-cataract/articleshow/9701017.cms,NEW DELHI: The age of onset of cataract among Indians may have dipped by almost a decade. Doctors report that cataract — clouding of the eye's natural lens ...
New Year revellers brave the cold,Deccan Herald,31 Dec 2011,http://www.deccanherald.com/content/215916/year-revellers-brave-cold.html,The anti-corruption movement headed by Anna Hazare found an echo at Royal Orchid Hotel  as youths pledged to root out graft. They swore they would neither ...
Congress did not proceed against Hazare on Justice Sawant report,The Hindu,17 Aug 2011,http://www.thehindu.com/news/congress-did-not-proceed-against-hazare-on-justice-sawant-report/article2366804.ece,The Justice P.B. Sawant Commission report of 2005 had held social activist Anna Hazare guilty of corrupt practice  21 instances of maladministration and a few ...
Can Law Alone Root out Corruption?,Radiance Viewsweekly,20 Jun 2011,http://www.radianceweekly.com/259/7234/congress-and-corruption-why-the-murky-situation-refuses-to-be-altered/2011-06-19/editorial/story-detail/can-law-alone-root-out-corruption.html,... the Bench comprising Justices BS Chauhan and Swatanter Kumar said while dismissing the appeal of an Assistant Excise Commissioner in a graft case.
Civil society should take part in policymaking to fight corruption ...,The Hindu,7 Aug 2011,http://www.thehindu.com/news/national/civil-society-should-take-part-in-policymaking-to-fight-corruption-prashanth-bhushan/article2333953.ece,Eminent lawyer Prashanth Bhushan on Sunday called for a constitutional amendment to institutionalise reforms for people's participation in the policymaking ...
FACTBOX - Key political risks to watch in India,Reuters India,1 Mar 2011,http://in.reuters.com/article/idINIndia-55234420110301,Other scams include charges of graft in the 2010 Commonwealth Games  allegations officials at state-run banks took bribes to issue loans to companies  and ...
Sex workers rehabilitated as cops,Times of India,22 Aug 2011,http://timesofindia.indiatimes.com/india/Sex-workers-rehabilitated-as-cops/articleshow/9701098.cms,NEW DELHI: One of the incredible stories to emerge from the Supreme Court's national initiative to rehabilitate sex workers is the transformation of two sex ...
CBI arrests DB Realty MD as telecom scandal bites,Reuters India,9 Feb 2011,http://in.reuters.com/article/idINIndia-54756220110209,The case is India's biggest graft scandal since 1989  when the Congress party lost a general election due to the Bofors scandal over gun contracts involving ...
Hazare's teams that wilted away,Calcutta Telegraph,24 Oct 2011,http://www.telegraphindia.com/1111025/jsp/frontpage/story_14665256.jsp,Anna is incorruptible  but tens of his volunteers in the anti-graft crusade face charges like extortion across Maharashtra. “He has been silent on that ” says an ...
Put heart and soul into preventive cardiology,The Hindu,28 Sep 2011,http://www.thehindu.com/sci-tech/health/rx/put-heart-and-soul-into-preventive-cardiology/article2496371.ece,And  so what if there are highly-skilled cardio-thoracic surgeons who can open up the chest and put a bypass graft in the heart to overcome a block in the blood ...
YAD list further strengthens familial domination,Times of India,19 Aug 2011,http://timesofindia.indiatimes.com/city/chandigarh/YAD-list-further-strengthens-familial-domination/articleshow/9668452.cms,JALANDHAR: The long list of top office bearers of Youth Akali Dal (YAD) of 204 vice presidents and general secretaries is packed with several 'heavy-weight ...
Over 260 corruption  sexual harassment cases against CISF men,Deccan Herald,21 Apr 2011,http://www.deccanherald.com/content/155486/over-260-corruption-sexual-harassment.html,According to an RTI reply  out of the total 223 cases of graft that came to light in the period  a highest of 56 were registered in 2008  followed by 52 in 2009  49 in ...
Tribals of Vachathi refuse to accept DMK's solatium,The Hindu,1 Oct 2011,http://www.thehindu.com/news/national/tamil-nadu/tribals-of-vachathi-refuse-to-accept-dmks-solatium/article2506032.ece,The rape victims of Vachathi village are not ready to accept the solatium announced by the DMK president M. Karunanidhi  M. Paranthayi  an elderly woman ...
Nehru wanted to create Lokpal: Krishnamurthy,Firstpost,21 Aug 2011,http://www.firstpost.com/fwire/nehru-wanted-to-create-lokpal-krishnamurthy-65551.html,The issue of creating an ombudsman to fight graft had come up for discussions at 3rd All India Law Conference at instance of Nehru in 1962. "The issue of ...
Congress braces for Winter Session heat,indiablooms,21 Nov 2011,http://www.indiablooms.com/NewsDetailsPage/2011/newsDetails221111b.php,... winter session of parliament  where opposition parties in unison have decided to corner the government over a myriad of issues ranging from inflation to graft.
MMRDA may not refund 3rd day ground rent of Rs2.5 lakh,Daily News & Analysis,29 Dec 2011,http://www.dnaindia.com/mumbai/report-mmrda-may-not-refund-3rd-day-ground-rent-of-rs25-lakh-1631385,After a setback due to poor response from Mumbaikars to the anti-graft agitation  Team Anna will face yet another shocker. The India against Corruption (IAC) ...
BJP MP Tarun Vijay linked to Shehla Masood's murder,Tehelka,1 Sep 2011,http://www.tehelka.com/story_main50.asp?filename=Ws010911investigation.asp,GRAFT DISCLOSURE SILENCED Just a day before her murder  she had announced to expose widespread corruption in the BJP government in Madhya ...
JSW Steel faces concerns over iron ore supplies,Livemint,5 Sep 2011,http://www.livemint.com/Companies/x5LnopTEB5hRwGRGdIt5yO/JSW-Steel-faces-concerns-over-iron-ore-supplies.html,The Karnataka anti-graft watchdog's report on illegal iron ore mining that forced B.S. Yeddyurappa to resign as chief minister accuses the company of avoiding ...
Opposition should help in passage of Lokpal Bill: Sonia,Rediff,29 Nov 2011,http://www.rediff.com/news/slide-show/slide-show-1-opp-should-help-in-passage-of-lokpal-bill-sonia/20111129.htm,... on Tuesday said the government was committed to eradicating it and hoped that the opposition will help in passage of anti-graft measures including Lokpal.
Thanks to Anna  BJP may thrash Cong in LS polls: Survey,Rediff,3 Sep 2011,http://www.rediff.com/news/slide-show/slide-show-1-thanks-to-anna-bjp-may-thrash-cong-in-ls-polls/20110903.htm,Veteran activist Anna Hazare's campaign for Jan Lokpal Bill and his crusade against corruption has given the beleaguered Opposition  particularly the Bharatiya ...
Is the world's largest democracy yielding to politicians before its ...,Reuters Blogs (blog),2 Aug 2011,http://blogs.reuters.com/india/2011/08/02/is-the-worlds-largest-democracy-yielding-to-politicians-before-its-citizens/,This is especially galling for anti-graft campaigners  given that the prime minister and several sitting ministers are under scrutiny in a string of corruption scandals ...
Ex-private secretary to Foreign Minister held over graft charges,Tehelka,26 Nov 2011,http://www.tehelka.com/story_main51.asp?filename=Ws261111Corruption.asp,A 39-year-old lady IAS officer  who was the private secretary of foreign minister SM Krishna till recently  has been booked by the Central Bureau of Investigation ...
An establishment stirred  but not shaken? The “G-14″ rails against ...,Reuters Blogs (blog),18 Jan 2011,http://blogs.reuters.com/india/2011/01/18/establishment-corruption-india/,They called on investigative agencies to clamp down on corruption and say a recent slew of graft scams  like the 2G scandal which may have cost the ...
Top Lokayukta cop shifted to 'sabotage probe against Yeddyurappa ...,NDTV,12 Nov 2011,http://www.ndtv.com/india-news/top-lokayukta-cop-shifted-to-sabotage-probe-against-yeddyurappa-santosh-hegde-566192,... by his party  the BJP  to step down after Mr Hegde's report on illegal mining indicted him. During his term in office  he was accused on multiple fronts of graft.
Shahrukh Khan praises Anna Hazare's fast,GlamSham,20 Aug 2011,http://www.glamsham.com/movies/news/11/aug/20-shahrukh-khan-praises-anna-hazares-fast-0811.asp,Bollywood superstar Shahrukh Khan has expressed his support for the anti-corruption movement by veteran social activist Anna Hazare  saying that it has ...
Sri Sri drops Amethi from anti-corruption tour of UP,NDTV.com,8 Nov 2011,http://www.ndtv.com/india-news/sri-sri-drops-amethi-from-anti-corruption-tour-of-up-566097,The Lokpal Bill is the cornerstone of Anna's movement - it delivers a new ombudsman agency which will have the right to investigate complaints of graft against ...
Cabinet Rejects Sports Bill  5 ministers present with conflict of interest,NDTV.com,30 Aug 2011,http://www.ndtv.com/india-news/cabinet-rejects-sports-bill-5-ministers-present-with-conflict-of-interest-466106,The need for better scrutiny of sports bodies was highlighted rather unsubtly by the graft-drenched Commonwealth Games  organized by a committee headed by ...
What India can do to improve in football,Economic Times,18 Jul 2011,http://economictimes.indiatimes.com/opinion/what-india-can-do-to-improve-in-football/articleshow/9278611.cms,But football administration the world over is riddled with graft  favouritism and politics of the worst sort. Take FIFA  whose Swiss head Sepp Blatter has been ...
Hundreds listen as experts unveil secrets of cracking Civil Services ...,ummid.com,12 Apr 2011,http://www.ummid.com/news/2011/April/12.04.2011/upsc_seminar_in_malegaon.htm,Malegaon: Despite soaring temperature and intense heat  more than 1200 Civil Services aspirants thronged the Abdullah Ash-Shae Auditorium of Mansoora in ...
Activist-lawyer Prashant Bhushan attacked,NDTV.com,12 Oct 2011,http://www.ndtv.com/india-news/activist-lawyer-prashant-bhushan-attacked-at-his-chambers-in-supreme-court-569727,Mr Bhushan has been at the centre of Anna Hazare's anti-corruption movement which is campaigning for a strong Lokpal Bill to counter graft. The Lokpal Bill ...
Parthasarathi Shome Childrens condition Wither demographic ...,Business Standard,20 Nov 2011,http://www.business-standard.com/article/opinion/parthasarathi-shome-children-s-condition-wither-demographic-dividend-111112100021_1.html,That could occur only with strong control and rapid dissipation of moral hazard  leakage  graft and corruption. That should  in turn  improve public expenditure ...
Transparency watchdog lauds ONGC's openness,Rediff,17 Mar 2011,http://www.rediff.com/business/slide-show/slide-show-1-transparency-watchdog-rates-ongcs-openness/20110318.htm,ONGC  which contributes 77 per cent of India's crude oil production and 81 per cent of natural gas  has been ranked  along with 43 other global oil and gas ...
100 pandals  galaxy of stars: Mumbai ready for Durga Puja,Daily Bhaskar,30 Sep 2011,http://daily.bhaskar.com/news/MAH-MUM-100-pandals-galaxy-of-stars-mumbai-ready-for-durga-puja-2470087.html,... times and works of Tagore at its marquee while its souvenir would be dedicated to Hazare and his recent anti-graft movement  said its president Dipak Biswas.
Vodafone to buy out Essar stake in India JV,Chandigarh Tribune,31 Mar 2011,http://www.tribuneindia.com/2011/20110401/biz.htm,Vodafone  the world's largest mobile operator by revenue  is to pay $5 billion in cash to buy out Essar Group from their Indian joint venture and bring an end to ...
Indian Army probing sexual abuse charges against UN ...,NDTV.com,7 Jun 2011,http://www.ndtv.com/india-news/indian-army-probing-sexual-abuse-charges-against-un-peacekeepers-in-congo-457866,Earlier too  there have been allegations of sexual abuse and graft against Indian Army officers and soldiers serving in UN missions in the Congo but these have ...
Putin says smash faces of Russian fraudsters,Reuters India,28 Oct 2011,http://in.reuters.com/article/idINIndia-60184220111029,"The practitioners of kickbacks and graft should not only get a rap on the knuckles  they should have their faces smashed " Putin told an audience of Russian ...
Stem cell transplant cheap in India  but very few centres,ummid.com,1 Jan 2011,http://www.ummid.com/news/2011/January/01.01.2011/stem_cell_transplant_in_india.htm,In some cases  despite matching with the donor  the patient can reject the graft. Then it involves a long process of giving immunosuppressants  or medications ...
Cannot be called Mahatma  please  says Anna to his village,NDTV.com,3 Oct 2011,http://www.ndtv.com/india-news/cannot-be-called-mahatma-please-says-anna-to-his-village-565212,Ahmednagar: Deprecating any comparisons with Mahatma Gandhi  anti-graft campaigner Anna Hazare has rejected a resolution passed by the Gram Sabha of ...
Anna Hazare fasts  politicians debate Lokpal bill at Jantar Mantar,NDTV,11 Dec 2011,http://www.ndtv.com/india-news/anna-hazare-fasts-politicians-debate-lokpal-bill-at-jantar-mantar-570467,... new law against graft would be studied immediately. Except that the report on the Lokpal Bill delivered by the Parliamentary committee two days ago has been ...
PC would be in jail had there been Jan Lokpal: Hazare,Rediff,23 Sep 2011,http://www.rediff.com/news/slide-show/slide-show-1-pc-would-be-in-jail-had-there-been-jan-lokpal-anna-hazare/20110923.htm,Amid the fresh controversy in the 2G spectrum case  anti-graft crusader Anna Hazare on Friday said Home Minister P Chidambaram would have been behind ...
Saris made of natural fibres enters record book,Times of India,4 May 2011,http://timesofindia.indiatimes.com/city/chennai/Saris-made-of-natural-fibres-enters-record-book/articleshow/8163833.cms,CHENNAI: Weavers of Anakaputhur  about 20km south of Chennai  have entered the Limca Books of Records by making saris using 25 varieties of natural fibres ...
Hisar byelection peaceful,Chandigarh Tribune,13 Oct 2011,http://www.tribuneindia.com/2011/20111014/haryana.htm,A total of 68.9 per cent of the 13 lakh registered voters cast their votes in the byelection to the Hisar Lok Sabha seat today. The byelection was caused by the ...
Ban on onion export goes,Chandigarh Tribune,20 Sep 2011,http://www.tribuneindia.com/2011/20110921/nation.htm,... raided the residence and office of scam-hit former Chief Minister B S Yeddyurappa's son-in-law R. Sohan Kumar here in search of evidence over graft cases.
MF Husain  Swami Ramdev and the world's largest democracy,Reuters Blogs (blog),9 Jun 2011,http://blogs.reuters.com/india/2011/06/09/m-f-husain-swami-ramdev-and-the-worlds-largest-democracy/,And Husain's death presents a timely reminder to India of the multi-faceted obligations of an open  secular democracy  as anti-graft movements swell against the ...
All you need to know about the Citizen's Charter Bill,Rediff,22 Dec 2011,http://www.rediff.com/news/report/slide-show-1-all-you-need-to-know-about-the-citizens-charter-bill/20111222.htm,The Right of Citizens for Time Bound Delivery of Goods and Services and Redressal of their Grievances Bill  2011 was tabled in the Lok Sabha on Tuesday by V ...
The dog days of India's bizarre summer of politics,Reuters Blogs (blog),23 Jun 2011,http://blogs.reuters.com/india/2011/06/23/the-dog-days-of-indias-bizarre-summer-of-politics/,... Ramdev not to stop eating  and playing it coy in press conferences after quietly ignoring veteran activist Anna Hazare's demands for a stronger anti-graft bill.
