Marathi manoos vs Emperor Modi,Deccan Chronicle,4 Oct 2014,http://www.deccanchronicle.com/141005/commentary-columnists/article/marathi-manoos-vs-emperor-modi,Mumbai is also the black money capital of India  because it has the most expensive land  perhaps in the world  costliest residential flats and the richest people in ...
RBI Extends Pre-2005 Currency Note Exchange Deadline to Jan 2015,India Business Blog (blog),3 Mar 2014,http://trak.in/tags/business/2014/03/04/pre-2005-note-exchange-deadline/,When RBI had announced the decision  we had hailed it because it would have been a master stroke to curb the black money circulation in the system. As per ...
Modi calls for Congress-free India,The Hindu,16 Feb 2014,http://www.thehindu.com/news/national/modi-calls-for-congressfree-india/article5696064.ece,“Black money stashed away abroad belongs to the people of India. These people [Congressmen] have looted the poor and stockpiled the money there ” he said.
जानिए क्या है स्विस बैंक  क्यों माना जाता है इसे ...,दैनिक भास्कर,27 Oct 2014,http://www.bhaskar.com/news/INT-black-money-scam-why-swiss-bank-account-is-safe-4787550-PHO.html,इंटरनेशनल डेस्क। मोदी सरकार ने सोमवार को विदेशी बैंकों में काला धन जमा करने वाले तीन भारतीयों के नाम सुप्रीम कोर्ट ...
What's 'Form 16' and what to do with it,Livemint,23 Jun 2014,http://www.livemint.com/Money/dbHWkYt1lGp9WzHKepXVPM/Whats-Form-16-and-what-to-do-with-it.html,It's that time of the year when your employer hands over your Form 16. Sneha Mitra  24  a hotel manager in Cuttack  too  has recently received the form  but has ...
Some of the juice missing from strawberries  cherries,Indian Express,19 Jun 2014,http://indianexpress.com/article/india/india-others/some-of-the-juice-missing-from-strawberries-cherries/,The strawberries and cherries that have reached the markets are not as red and juicy this year as they usually are. The unending spurts of rain that had hit the ...
Union Budget 2014-15: Highlights,The Hindu,12 Jul 2014,http://www.thehindu.com/business/budget/union-budget-201415-highlights/article6196842.ece,... Now a spat between Mamata and West Bengal Governor · Gujarat realtor detained by IT authorities · Depositing black money in banks will not make it white: ...
Maharashtra hawala operators on wait-and-watch mode,Business Standard,7 Apr 2014,http://www.business-standard.com/article/elections-2014/maharashtra-hawala-operators-on-wait-and-watch-mode-114040700545_1.html,... wing had created a control room and complaint monitoring cell in various parts to control the use of black money and illegal inducements in the poll process.
Shah Rukh Khan's advice to struggling actors: Don't focus on clothes ...,Indian Express,4 Nov 2014,http://indianexpress.com/article/entertainment/bollywood/shah-rukh-khans-advice-to-struggling-actors-dont-focus-on-clothes-focus-on-acting/,An inspiration for many  Shah Rukh Khan says struggling actors should be concerned about their craft rather worrying about looks.
Moody's says negative on Indian banks as corporate leverage high,Reuters India,29 Oct 2014,http://in.reuters.com/article/india-banks-moodys-idINKBN0II0QG20141029,... Narendra Modi's shock withdrawal of high-value notes to fight "black money". ... intensifies a fight against "black money"  news agency NewsRise reported  ...
US Airport Staff Convicted of Stealing Money From Indian-Origin ...,NDTV,26 Dec 2014,http://www.ndtv.com/world-news/us-airport-staff-convicted-of-stealing-money-from-indian-origin-passengers-718763,New York: A security officer at John F Kennedy International Airport here has been convicted of stealing thousands of dollars from two Indian-origin passengers ...
Now  report to Uncle Sam,Hindu Business Line,9 Aug 2014,http://www.thehindubusinessline.com/portfolio/net-worth/now-report-to-uncle-sam/article6299296.ece,That's a helping hand for India's fight against black money. But the extent of reciprocity will be clear only after the IGA is inked. But in any case  Indians who seek ...
Farah Pandith  Indian-American special envoy to Muslims  leaving ...,NDTV,23 Jan 2014,http://www.ndtv.com/india-news/farah-pandith-indian-american-special-envoy-to-muslims-leaving-for-harvard-548736,Washington: Indian-American Farah Pandith  the first-ever US special representative to Muslim communities  is leaving her position at the State Department to ...
Govt can't punish civil servants who expose corruption: SC,Indian Express,22 Sep 2014,http://indianexpress.com/article/india/india-others/govt-cant-punish-civil-servants-who-expose-corruption-sc/,The proceeding had been initiated against Pandey under charges of misconduct after he joined a campaign to bring back black money stashed abroad. He had ...
Hazy Morning in Delhi Due to Heavy Smog,NDTV,8 Nov 2014,http://www.ndtv.com/delhi-news/hazy-morning-in-delhi-due-to-heavy-smog-690369,New Delhi: Heavy smog and shallow fog caused a hazy morning in the national capital with minimum temperature settling at 16 degrees Celsius which was ...
Modi attacks Amarinder for 'hiding' foreign account,The Hindu,12 Apr 2014,http://www.thehindu.com/news/national/other-states/modi-attacks-amarinder-for-hiding-foreign-account/article5905289.ece,Mr. Modi said that citizens of the country want black money stashed in foreign banks back to the country “but those who have looted the money and parked in the ...
